Login_Per_Bulan,Durasi_Sesi_Menit,Fitur_AI_Dipakai,Jumlah_Komplain,Status_Langganan
20,75.8,9,2,Upgrade
15,63.2,6,1,Bertahan
10,34.5,9,1,Bertahan
1,70.9,9,0,Bertahan
16,50.3,3,2,Bertahan
9,37.1,7,2,Berhenti
9,50.6,6,0,Bertahan
11,67.2,5,0,Bertahan
27,54.1,11,3,Bertahan
30,81.4,8,2,Upgrade
16,66.7,9,2,Bertahan
11,55.5,12,0,Bertahan
6,24.5,11,1,Bertahan
18,41.4,9,2,Bertahan
27,46.4,9,1,Bertahan
13,58.9,13,2,Bertahan
1,57.7,15,4,Bertahan
19,48.4,11,1,Bertahan
21,47.4,5,1,Bertahan
3,59.4,11,1,Bertahan
16,27.8,10,1,Bertahan
18,78.9,6,2,Bertahan
14,5.0,6,3,Berhenti
9,74.1,5,1,Bertahan
22,44.1,8,0,Bertahan
12,65.1,8,3,Berhenti
4,52.3,8,0,Bertahan
1,51.9,7,2,Berhenti
23,56.1,10,1,Upgrade
19,61.2,5,0,Bertahan
15,38.4,7,1,Bertahan
11,65.7,6,0,Bertahan
11,23.3,9,0,Berhenti
7,44.9,13,1,Bertahan
11,61.7,6,2,Bertahan
1,64.9,6,2,Berhenti
9,54.2,9,0,Bertahan
12,37.1,7,1,Bertahan
19,62.9,10,0,Upgrade
14,31.6,10,1,Bertahan
20,80.0,6,2,Bertahan
24,43.3,5,0,Upgrade
22,14.2,4,3,Berhenti
18,21.1,7,0,Bertahan
15,45.9,11,2,Bertahan
8,47.8,8,1,Bertahan
20,84.4,6,4,Bertahan
26,24.2,9,0,Bertahan
17,45.8,11,0,Bertahan
28,23.8,11,0,Upgrade
4,35.1,8,1,Berhenti
6,78.7,7,1,Bertahan
20,22.3,7,1,Bertahan
16,56.7,4,0,Bertahan
24,52.9,10,2,Bertahan
14,44.5,8,1,Bertahan
8,55.4,5,0,Bertahan
13,21.8,9,0,Bertahan
4,78.1,9,0,Bertahan
7,83.5,9,1,Bertahan
21,45.9,6,1,Bertahan
21,93.5,7,1,Upgrade
17,37.0,8,1,Bertahan
2,53.0,12,0,Bertahan
12,73.6,9,1,Bertahan
6,35.8,4,0,Bertahan
23,17.4,6,0,Bertahan
10,12.8,4,3,Berhenti
7,86.2,12,1,Bertahan
15,34.4,9,1,Bertahan
10,41.3,15,1,Bertahan
25,22.7,4,1,Bertahan
9,64.0,12,1,Bertahan
5,29.4,4,0,Berhenti
1,35.2,7,2,Berhenti
14,51.0,9,0,Bertahan
11,23.7,10,1,Bertahan
4,41.4,9,0,Bertahan
23,73.0,12,0,Upgrade
19,53.6,8,1,Bertahan
14,47.6,1,2,Berhenti
24,49.3,5,2,Bertahan
19,37.2,4,0,Upgrade
9,84.9,10,3,Bertahan
7,28.8,7,2,Berhenti
20,49.2,8,1,Bertahan
17,47.3,10,1,Bertahan
16,65.2,3,0,Bertahan
9,67.1,4,2,Bertahan
19,44.4,5,0,Bertahan
9,50.8,8,2,Berhenti
14,51.6,6,0,Bertahan
25,5.0,11,1,Bertahan
10,13.2,5,0,Berhenti
3,32.9,15,2,Bertahan
7,33.8,7,0,Bertahan
21,21.0,10,1,Bertahan
16,60.0,5,1,Bertahan
14,45.0,8,0,Bertahan
11,40.7,6,0,Bertahan
18,19.9,5,1,Bertahan
9,44.1,9,2,Bertahan
17,5.0,7,1,Bertahan
9,41.7,6,0,Bertahan
8,46.3,11,0,Bertahan
10,49.8,10,1,Bertahan
12,13.7,5,1,Berhenti
14,49.5,6,1,Bertahan
16,24.2,6,2,Berhenti
1,28.8,6,1,Bertahan
9,59.4,5,1,Bertahan
12,85.3,6,0,Bertahan
25,46.0,8,1,Upgrade
7,28.7,5,0,Bertahan
16,48.8,4,3,Bertahan
25,63.8,9,0,Upgrade
5,57.4,6,0,Bertahan
17,99.9,11,0,Upgrade
9,30.7,7,1,Bertahan
11,50.0,7,2,Bertahan
9,76.0,10,1,Bertahan
9,74.7,5,1,Bertahan
30,6.0,11,0,Upgrade
20,44.9,3,0,Bertahan
22,74.7,7,0,Upgrade
18,102.8,12,0,Upgrade
3,59.1,8,0,Bertahan
17,37.6,12,1,Bertahan
22,24.8,9,1,Bertahan
9,89.4,9,1,Bertahan
21,59.6,8,0,Bertahan
19,28.0,6,0,Bertahan
27,40.9,5,2,Bertahan
12,51.2,8,1,Bertahan
7,55.9,9,2,Bertahan
12,27.0,8,0,Bertahan
25,32.7,11,1,Bertahan
2,11.9,9,1,Berhenti
1,65.8,13,0,Bertahan
15,38.2,7,1,Bertahan
11,54.3,12,0,Bertahan
15,73.4,13,1,Bertahan
21,49.4,10,2,Bertahan
11,42.7,13,1,Bertahan
1,48.9,4,2,Berhenti
29,46.3,8,1,Upgrade
8,69.9,8,0,Bertahan
7,51.2,4,0,Bertahan
22,34.1,9,1,Bertahan
12,66.0,7,3,Bertahan
14,69.6,2,3,Bertahan
18,18.2,6,1,Bertahan
22,75.7,5,0,Bertahan
12,52.3,3,0,Bertahan
25,50.7,10,1,Bertahan
1,65.1,6,0,Bertahan
20,33.7,11,1,Bertahan
9,64.1,10,2,Bertahan
24,37.5,6,0,Upgrade
15,15.5,7,0,Bertahan
10,25.0,11,0,Bertahan
19,56.3,9,0,Bertahan
21,26.1,9,0,Bertahan
19,77.2,8,0,Upgrade
7,68.8,10,4,Berhenti
11,71.7,8,0,Bertahan
14,47.5,8,0,Bertahan
14,50.2,6,3,Berhenti
20,21.1,8,0,Bertahan
1,64.9,6,2,Berhenti
17,52.6,9,0,Upgrade
12,56.3,5,3,Berhenti
9,78.8,8,1,Bertahan
9,32.9,8,0,Bertahan
13,42.5,10,1,Bertahan
1,51.5,4,0,Berhenti
10,26.3,9,1,Bertahan
8,41.2,8,1,Bertahan
18,54.9,7,1,Bertahan
9,38.5,9,2,Bertahan
13,71.2,7,1,Bertahan
25,14.8,7,0,Bertahan
21,67.5,13,2,Bertahan
21,58.2,11,1,Bertahan
11,33.6,4,1,Berhenti
18,26.5,4,1,Bertahan
13,5.0,9,0,Bertahan
13,29.1,9,0,Bertahan
17,65.9,8,0,Bertahan
10,43.9,7,0,Bertahan
25,68.3,5,4,Berhenti
13,32.6,6,0,Bertahan
19,59.1,7,2,Bertahan
25,30.7,7,1,Bertahan
22,25.7,3,0,Bertahan
5,42.9,13,2,Bertahan
18,31.7,3,2,Bertahan
20,14.1,6,1,Bertahan
21,41.4,5,1,Bertahan
7,47.1,11,2,Berhenti
10,70.4,7,1,Bertahan
21,63.7,8,1,Bertahan
9,69.4,10,0,Bertahan
12,59.4,10,1,Bertahan
26,51.7,11,1,Upgrade
14,20.4,7,0,Bertahan
9,48.0,10,3,Bertahan
8,56.9,8,1,Bertahan
17,74.1,10,2,Bertahan
5,58.7,6,0,Bertahan
13,69.8,9,1,Bertahan
17,24.4,7,2,Bertahan
24,38.5,7,0,Upgrade
19,53.6,10,1,Bertahan
10,68.2,7,0,Bertahan
23,42.1,7,0,Upgrade
12,43.4,7,1,Bertahan
6,58.7,11,0,Bertahan
13,22.5,12,0,Bertahan
25,77.1,5,0,Upgrade
16,27.4,9,1,Bertahan
15,6.6,12,1,Bertahan
26,45.2,13,2,Bertahan
4,79.0,8,3,Bertahan
6,56.7,5,1,Bertahan
3,60.0,8,0,Bertahan
17,45.8,7,1,Bertahan
16,42.0,8,0,Upgrade
25,14.1,4,1,Bertahan
16,5.0,1,1,Berhenti
12,48.9,9,3,Berhenti
15,71.3,4,1,Bertahan
15,51.9,5,0,Bertahan
3,57.5,7,1,Bertahan
30,76.7,8,0,Upgrade
18,51.6,10,1,Bertahan
16,42.5,7,0,Bertahan
19,28.6,7,2,Bertahan
19,85.4,8,3,Bertahan
14,55.5,8,2,Bertahan
10,26.1,6,0,Bertahan
19,21.6,6,2,Berhenti
17,70.1,7,0,Bertahan
9,24.3,7,2,Berhenti
24,82.1,11,0,Upgrade
17,5.0,3,2,Berhenti
20,73.5,9,0,Upgrade
24,54.7,7,1,Upgrade
15,47.4,9,1,Bertahan
17,41.5,5,3,Bertahan
20,82.8,8,1,Upgrade
9,59.1,11,3,Berhenti
15,26.9,10,2,Bertahan
15,10.6,7,4,Berhenti
8,48.5,13,1,Bertahan
30,45.0,7,2,Bertahan
5,14.6,7,3,Berhenti
5,43.9,4,0,Bertahan
24,33.5,11,3,Bertahan
19,45.2,7,1,Bertahan
7,59.5,8,0,Bertahan
19,74.9,7,2,Bertahan
25,63.2,10,1,Bertahan
14,30.6,6,1,Bertahan
30,52.4,9,1,Bertahan
2,46.3,8,1,Bertahan
19,18.4,7,4,Berhenti
23,53.0,9,1,Upgrade
21,82.1,9,0,Upgrade
13,45.6,7,1,Bertahan
12,13.1,13,1,Bertahan
18,45.6,7,0,Bertahan
20,20.7,8,0,Bertahan
19,62.3,7,0,Bertahan
22,55.5,4,1,Bertahan
7,41.6,3,1,Berhenti
13,38.4,8,1,Bertahan
8,40.8,7,0,Bertahan
12,45.2,11,1,Bertahan
22,29.6,10,2,Bertahan
15,17.2,9,1,Bertahan
30,67.8,6,1,Bertahan
16,37.3,7,1,Bertahan
15,48.3,7,1,Bertahan
15,50.7,8,1,Bertahan
10,51.4,8,2,Bertahan
14,21.5,7,1,Bertahan
22,11.5,10,0,Bertahan
15,33.2,5,1,Bertahan
9,52.9,7,0,Bertahan
8,30.4,5,0,Bertahan
11,37.9,7,0,Bertahan
15,87.5,4,3,Bertahan
23,8.1,14,2,Bertahan
5,29.9,7,0,Bertahan
12,82.9,8,1,Bertahan
16,44.1,5,0,Bertahan
2,30.9,9,0,Berhenti
9,68.4,7,3,Bertahan
10,46.1,8,0,Bertahan
9,38.0,4,0,Bertahan
16,48.8,4,2,Bertahan
13,31.8,4,1,Bertahan
11,24.7,6,0,Bertahan
17,42.7,4,1,Bertahan
27,24.8,6,0,Bertahan
26,45.2,4,3,Bertahan
1,52.1,9,0,Bertahan
19,62.1,9,1,Bertahan
13,67.6,5,2,Bertahan
16,36.9,15,0,Bertahan
12,55.0,10,0,Upgrade
15,54.9,5,1,Bertahan
16,51.6,10,0,Bertahan
10,35.4,9,1,Bertahan
8,24.4,11,1,Berhenti
11,55.0,8,2,Berhenti
16,10.9,5,0,Bertahan
19,39.6,7,1,Bertahan
20,5.0,10,1,Berhenti
11,18.3,8,0,Bertahan
16,27.5,7,0,Bertahan
21,66.9,10,1,Upgrade
23,58.8,9,2,Bertahan
14,33.9,6,1,Bertahan
13,59.6,7,1,Bertahan
16,62.8,4,2,Bertahan
6,41.8,5,0,Bertahan
13,17.3,9,1,Bertahan
20,40.8,11,0,Upgrade
19,43.0,6,1,Bertahan
13,20.4,11,1,Bertahan
16,52.3,3,0,Bertahan
9,50.6,10,0,Bertahan
19,53.9,9,0,Upgrade
14,50.6,8,2,Bertahan
13,59.6,5,2,Berhenti
12,41.4,8,1,Berhenti
14,49.0,3,0,Bertahan
11,37.0,5,1,Bertahan
19,33.3,10,0,Bertahan
12,71.8,7,1,Bertahan
26,5.0,11,1,Upgrade
25,62.5,5,0,Upgrade
8,32.6,8,2,Berhenti
15,30.0,5,1,Berhenti
10,50.2,9,0,Bertahan
12,15.2,7,3,Berhenti
29,28.7,9,1,Bertahan
12,28.0,12,2,Berhenti
17,40.6,9,0,Bertahan
18,28.9,9,2,Bertahan
7,77.0,4,0,Bertahan
9,80.9,9,0,Upgrade
6,5.0,13,1,Bertahan
8,55.9,8,2,Bertahan
1,62.2,8,1,Bertahan
18,55.9,8,1,Upgrade
29,31.8,7,0,Upgrade
16,40.1,7,2,Berhenti
5,30.0,7,1,Berhenti
10,36.6,9,1,Bertahan
11,20.8,5,0,Bertahan
7,42.7,7,2,Berhenti
21,14.9,6,0,Bertahan
20,41.0,7,0,Bertahan
6,20.0,9,2,Berhenti
20,49.1,5,1,Bertahan
25,31.4,9,0,Upgrade
28,50.8,5,0,Upgrade
30,66.6,9,0,Upgrade
8,76.8,8,2,Bertahan
30,5.0,8,4,Berhenti
12,28.3,6,2,Berhenti
10,38.9,7,2,Berhenti
17,54.2,8,1,Bertahan
10,12.0,3,0,Bertahan
17,25.4,8,1,Bertahan
5,47.6,12,0,Bertahan
13,46.7,10,0,Bertahan
23,52.6,7,2,Bertahan
14,53.9,5,1,Bertahan
15,51.8,9,0,Bertahan
18,48.9,10,1,Bertahan
23,46.1,10,3,Bertahan
3,58.3,8,3,Berhenti
19,5.0,14,0,Bertahan
13,75.9,8,2,Bertahan
16,5.0,9,2,Berhenti
22,23.4,8,0,Bertahan
6,40.5,6,2,Berhenti
7,58.5,7,1,Bertahan
1,5.0,11,0,Bertahan
11,44.4,9,2,Bertahan
24,60.8,5,0,Upgrade
14,64.9,7,3,Berhenti
5,31.1,8,1,Bertahan
11,39.0,13,2,Bertahan
4,32.7,8,0,Berhenti
7,37.1,12,1,Bertahan
17,24.4,8,3,Berhenti
6,27.2,6,1,Bertahan
22,53.7,9,1,Upgrade
14,47.6,5,1,Bertahan
15,54.8,12,1,Bertahan
13,49.3,10,1,Bertahan
20,59.1,9,1,Upgrade
20,62.6,8,1,Upgrade
17,10.2,10,2,Bertahan
18,27.9,8,1,Bertahan
13,40.4,14,1,Bertahan
18,44.5,15,0,Upgrade
12,31.6,5,0,Bertahan
15,63.2,11,2,Bertahan
13,84.6,8,2,Bertahan
11,48.7,7,0,Bertahan
10,46.7,4,0,Bertahan
18,62.0,9,1,Bertahan
24,7.7,7,0,Bertahan
23,45.6,14,1,Bertahan
6,64.6,5,1,Bertahan
24,32.1,14,1,Upgrade
12,20.5,8,1,Bertahan
19,41.3,6,1,Bertahan
8,43.8,12,1,Bertahan
15,26.8,9,1,Bertahan
17,86.9,5,1,Bertahan
4,35.4,14,1,Bertahan
19,21.9,9,2,Berhenti
24,43.1,13,1,Upgrade
13,63.2,11,1,Bertahan
24,45.3,11,1,Bertahan
13,54.7,4,1,Bertahan
20,27.6,5,0,Bertahan
1,74.8,12,1,Bertahan
30,56.2,9,0,Upgrade
25,66.0,9,0,Upgrade
13,52.3,9,0,Bertahan
1,61.5,7,2,Berhenti
17,27.5,7,1,Bertahan
4,35.2,5,0,Berhenti
18,71.9,9,0,Upgrade
17,76.2,8,1,Bertahan
8,22.1,10,0,Bertahan
22,50.0,5,0,Upgrade
20,36.4,9,0,Bertahan
21,31.1,6,2,Bertahan
15,50.7,12,2,Bertahan
5,67.8,4,0,Bertahan
21,54.0,21,1,Upgrade
13,38.6,10,0,Bertahan
5,55.3,8,1,Bertahan
24,37.8,4,0,Bertahan
29,53.2,12,1,Upgrade
14,72.9,8,1,Bertahan
30,5.0,10,1,Bertahan
15,60.9,14,1,Upgrade
12,14.2,11,1,Bertahan
10,69.6,6,1,Bertahan
26,32.3,8,1,Bertahan
9,20.6,9,1,Bertahan
20,58.9,3,1,Upgrade
11,52.3,7,1,Bertahan
11,25.0,6,1,Bertahan
22,19.9,8,0,Bertahan
12,41.3,10,1,Bertahan
12,20.9,11,4,Bertahan
22,23.8,7,2,Bertahan
26,47.3,15,3,Bertahan
19,25.7,13,2,Bertahan
10,53.5,10,2,Bertahan
11,74.8,5,0,Bertahan
15,42.0,8,0,Bertahan
17,47.6,4,0,Bertahan
8,85.4,12,2,Bertahan
20,21.2,7,2,Berhenti
15,68.8,8,1,Bertahan
2,66.4,7,0,Bertahan
8,62.1,8,0,Bertahan
11,70.8,12,1,Bertahan
14,50.6,3,1,Bertahan
28,33.3,11,0,Upgrade
16,66.9,7,3,Berhenti
9,67.7,7,2,Bertahan
16,67.1,6,1,Bertahan
12,45.9,4,4,Berhenti
17,30.7,7,0,Bertahan
19,48.8,8,1,Bertahan
23,63.8,8,1,Bertahan
14,65.5,5,0,Bertahan
26,36.4,7,4,Berhenti
21,51.3,3,3,Bertahan
10,18.8,4,0,Bertahan
30,64.7,3,2,Bertahan
17,29.3,8,1,Berhenti
9,60.7,6,1,Bertahan
26,22.0,11,0,Upgrade
29,65.6,9,0,Upgrade
14,51.4,7,1,Bertahan
11,29.4,6,1,Bertahan
13,58.8,4,0,Bertahan
20,33.2,7,0,Bertahan
23,60.0,9,1,Bertahan
18,39.5,12,2,Bertahan
15,10.6,7,4,Berhenti
25,25.4,7,1,Bertahan
12,36.4,5,0,Bertahan
22,72.4,4,1,Bertahan
12,63.0,10,0,Bertahan
18,77.5,14,1,Upgrade
14,78.1,5,1,Bertahan
14,34.3,8,2,Berhenti
12,41.2,8,1,Bertahan
24,36.8,7,0,Bertahan
9,31.6,11,0,Bertahan
9,8.2,10,2,Berhenti
29,44.7,8,1,Bertahan
21,19.3,3,1,Berhenti
1,44.3,12,0,Bertahan
11,87.3,10,1,Bertahan
2,34.8,14,0,Bertahan
8,48.9,11,1,Bertahan
1,63.1,7,2,Berhenti
14,50.6,9,0,Bertahan
7,50.8,9,0,Bertahan
15,37.8,8,1,Bertahan
3,40.4,4,1,Berhenti
15,25.8,11,1,Bertahan
12,61.9,7,0,Bertahan
25,10.2,4,1,Bertahan
24,64.4,13,2,Upgrade
20,16.9,6,0,Bertahan
12,64.3,9,0,Bertahan
28,37.9,12,2,Upgrade
4,20.4,8,1,Bertahan
5,56.6,6,1,Bertahan
14,63.6,7,0,Bertahan
30,36.2,4,1,Bertahan
13,59.4,3,1,Bertahan
13,5.0,4,1,Bertahan
4,18.6,6,1,Berhenti
21,70.8,9,1,Bertahan
21,40.5,5,1,Bertahan
20,7.8,5,2,Bertahan
10,31.0,10,2,Bertahan
10,26.5,12,1,Bertahan
5,41.7,9,3,Berhenti
15,37.6,5,0,Bertahan
7,48.6,7,0,Bertahan
6,43.6,9,2,Berhenti
12,72.2,12,0,Bertahan
11,53.5,8,2,Berhenti
11,54.2,8,0,Bertahan
18,68.3,5,0,Upgrade
15,37.2,4,1,Bertahan
12,19.8,9,2,Berhenti
16,69.1,7,0,Upgrade
8,47.7,9,2,Bertahan
15,47.8,8,1,Bertahan
16,32.3,8,0,Bertahan
4,32.7,9,0,Bertahan
21,61.9,3,0,Upgrade
8,64.7,9,1,Bertahan
15,60.7,8,1,Bertahan
23,60.9,8,2,Bertahan
21,56.4,9,2,Bertahan
15,47.6,9,0,Upgrade
12,41.5,8,1,Bertahan
21,69.2,5,2,Bertahan
19,37.5,12,1,Bertahan
10,52.4,7,1,Bertahan
9,28.9,10,0,Bertahan
1,31.8,10,3,Berhenti
16,40.3,11,1,Bertahan
14,28.9,5,1,Bertahan
22,61.0,7,1,Bertahan
17,18.0,11,2,Berhenti
24,47.0,11,1,Bertahan
10,47.7,3,1,Berhenti
22,8.8,6,1,Bertahan
11,36.2,7,0,Bertahan
20,50.1,8,2,Bertahan
4,53.6,13,2,Berhenti
16,40.9,9,0,Upgrade
1,58.5,4,0,Bertahan
13,42.8,8,3,Bertahan
18,45.3,5,0,Upgrade
11,50.0,5,1,Bertahan
7,63.5,3,2,Berhenti
20,31.5,13,2,Bertahan
14,35.3,10,2,Bertahan
11,31.6,12,0,Upgrade
15,38.4,4,0,Bertahan
30,73.5,8,1,Upgrade
23,56.5,8,1,Bertahan
23,22.4,8,0,Bertahan
18,33.0,13,1,Bertahan
16,52.5,11,5,Berhenti
1,26.9,9,0,Bertahan
10,30.5,11,1,Bertahan
11,71.9,10,0,Bertahan
1,32.7,6,1,Bertahan
6,64.1,4,1,Bertahan
1,70.1,4,2,Berhenti
14,30.3,3,0,Bertahan
20,27.2,5,0,Bertahan
22,39.5,10,1,Bertahan
17,23.2,7,1,Bertahan
8,47.4,6,1,Berhenti
1,40.9,4,0,Bertahan
2,52.2,6,1,Berhenti
6,72.9,8,1,Bertahan
8,61.3,7,0,Bertahan
13,54.8,7,2,Bertahan
7,5.7,4,1,Berhenti
17,53.9,7,2,Bertahan
13,79.5,8,1,Bertahan
15,5.0,12,1,Bertahan
22,58.8,12,1,Bertahan
6,41.8,1,0,Bertahan
17,28.0,5,0,Bertahan
14,61.0,6,5,Berhenti
12,79.2,7,0,Bertahan
21,60.5,9,1,Bertahan
21,37.6,5,0,Upgrade
8,26.1,6,1,Berhenti
13,47.9,12,2,Bertahan
16,62.5,9,1,Bertahan
13,37.3,5,0,Bertahan
19,39.2,9,2,Bertahan
16,101.4,4,1,Bertahan
27,66.6,5,0,Upgrade
4,68.0,11,0,Bertahan
14,15.8,9,1,Bertahan
8,30.9,15,2,Bertahan
19,46.5,11,0,Upgrade
3,25.0,5,0,Bertahan
17,77.0,4,1,Bertahan
10,73.2,8,3,Berhenti
9,34.3,6,1,Bertahan
4,80.7,9,1,Bertahan
11,44.9,7,1,Bertahan
22,96.8,6,2,Bertahan
14,47.9,5,2,Bertahan
19,56.5,5,1,Bertahan
26,73.0,10,2,Bertahan
16,70.6,11,0,Bertahan
11,55.2,9,2,Bertahan
18,42.2,9,0,Bertahan
11,55.3,6,1,Berhenti
11,28.7,4,2,Bertahan
4,48.0,10,2,Bertahan
21,22.8,7,0,Bertahan
12,9.4,9,2,Bertahan
16,46.0,10,2,Bertahan
7,70.2,9,0,Bertahan
18,63.5,6,2,Bertahan
9,43.4,12,2,Bertahan
14,79.9,10,1,Upgrade
21,33.6,9,1,Bertahan
20,6.6,13,0,Upgrade
14,5.0,8,1,Bertahan
2,21.4,5,2,Berhenti
30,61.3,7,1,Upgrade
27,32.3,9,1,Bertahan
20,54.2,10,0,Upgrade
9,77.9,11,0,Upgrade
14,23.0,9,2,Bertahan
11,54.6,7,0,Bertahan
23,55.8,14,1,Upgrade
16,27.8,10,2,Berhenti
9,72.1,11,1,Bertahan
11,39.2,5,1,Bertahan
22,37.3,4,0,Bertahan
26,87.2,7,4,Bertahan
25,55.5,7,2,Bertahan
20,63.5,6,0,Upgrade
13,72.1,8,0,Upgrade
1,32.0,3,0,Berhenti
17,70.0,7,1,Bertahan
14,35.0,7,1,Berhenti
15,34.1,10,1,Bertahan
15,39.6,5,2,Berhenti
5,32.6,5,0,Berhenti
18,61.4,2,0,Bertahan
19,50.3,8,1,Upgrade
19,35.2,9,2,Bertahan
21,58.5,8,1,Bertahan
19,39.5,5,0,Bertahan
12,38.4,8,3,Berhenti
14,46.0,3,1,Bertahan
15,54.3,6,0,Bertahan
15,52.8,6,0,Bertahan
21,37.7,15,0,Upgrade
19,61.9,7,1,Bertahan
29,40.6,9,2,Bertahan
30,31.9,11,1,Bertahan
15,15.6,5,2,Berhenti
1,64.7,11,2,Bertahan
23,45.2,11,0,Upgrade
11,49.2,4,0,Bertahan
9,65.9,5,1,Bertahan
12,35.5,6,0,Bertahan
11,17.5,4,1,Bertahan
19,46.4,11,0,Upgrade
4,51.2,13,0,Bertahan
7,39.7,7,3,Berhenti
17,74.5,8,2,Bertahan
19,5.0,11,1,Bertahan
19,67.4,7,1,Upgrade
9,60.8,10,0,Bertahan
8,54.1,12,0,Upgrade
11,5.0,7,0,Berhenti
16,70.7,9,3,Bertahan
25,24.5,6,1,Bertahan
1,34.8,8,1,Berhenti
13,41.6,13,2,Bertahan
5,53.1,5,0,Bertahan
3,57.8,6,2,Bertahan
21,62.9,7,1,Bertahan
18,61.3,7,3,Bertahan
18,50.1,16,2,Bertahan
21,53.3,8,0,Bertahan
11,23.2,7,1,Berhenti
11,30.0,8,2,Bertahan
30,62.9,10,2,Bertahan
13,61.7,8,2,Bertahan
20,59.5,11,0,Upgrade
15,34.7,8,4,Berhenti
2,63.2,15,2,Bertahan
1,21.8,12,0,Bertahan
10,66.5,9,2,Bertahan
22,39.8,9,1,Bertahan
20,78.7,9,2,Bertahan
21,14.6,2,0,Bertahan
8,80.3,12,2,Bertahan
26,37.8,8,0,Bertahan
8,37.4,11,4,Berhenti
16,48.9,6,0,Upgrade
14,31.1,8,0,Bertahan
13,43.6,9,0,Bertahan
24,30.2,9,0,Bertahan
10,31.0,10,0,Bertahan
5,54.7,10,0,Bertahan
15,27.0,11,1,Bertahan
12,29.6,15,2,Bertahan
30,17.5,11,7,Berhenti
19,34.9,2,0,Bertahan
12,71.2,11,3,Bertahan
7,28.1,5,2,Berhenti
1,30.4,5,3,Berhenti
7,48.9,6,0,Bertahan
15,37.6,7,3,Berhenti
24,89.6,12,0,Upgrade
22,41.7,10,0,Upgrade
16,51.7,12,0,Upgrade
12,63.9,7,2,Bertahan
16,63.5,7,0,Bertahan
11,49.7,6,0,Bertahan
27,41.8,9,1,Bertahan
13,85.5,9,0,Upgrade
14,43.0,6,0,Bertahan
1,36.2,8,0,Bertahan
13,32.1,8,2,Berhenti
20,10.5,9,3,Berhenti
7,61.4,6,1,Bertahan
9,5.0,11,0,Bertahan
20,44.9,6,2,Bertahan
4,40.9,11,0,Bertahan
22,89.8,3,0,Bertahan
11,8.4,7,1,Bertahan
12,27.0,9,0,Bertahan
7,42.3,8,1,Berhenti
17,41.0,4,0,Bertahan
30,34.0,5,2,Bertahan
20,43.4,7,1,Bertahan
8,19.8,8,2,Berhenti
22,52.1,6,0,Bertahan
12,5.0,11,2,Bertahan
24,44.5,7,2,Bertahan
20,33.0,3,1,Bertahan
1,65.3,8,0,Bertahan
7,80.1,8,1,Bertahan
21,38.4,5,1,Bertahan
16,72.8,7,1,Bertahan
7,38.7,8,2,Berhenti
10,25.7,9,0,Bertahan
1,79.9,15,1,Bertahan
14,55.4,8,0,Bertahan
30,45.1,5,1,Bertahan
20,58.7,5,1,Bertahan
30,50.5,10,2,Bertahan
21,43.6,11,1,Bertahan
22,18.5,6,0,Bertahan
28,39.6,9,0,Upgrade
17,57.5,4,0,Bertahan
13,42.5,9,1,Bertahan
22,63.0,7,0,Bertahan
25,52.7,8,1,Upgrade
11,27.4,6,0,Bertahan
9,18.6,8,0,Bertahan
15,41.9,12,0,Upgrade
20,34.5,6,1,Bertahan
20,51.7,5,0,Upgrade
5,30.6,9,2,Berhenti
28,32.7,6,1,Bertahan
10,66.1,7,1,Bertahan
13,48.0,15,2,Bertahan
8,30.9,11,0,Bertahan
30,45.4,10,1,Upgrade
16,72.6,8,2,Bertahan
9,50.9,6,0,Bertahan
21,56.9,9,0,Bertahan
20,30.0,10,2,Bertahan
13,65.5,2,1,Bertahan
20,91.4,8,1,Bertahan
9,29.2,6,3,Berhenti
11,21.4,6,0,Bertahan
1,48.5,9,0,Bertahan
5,62.5,9,0,Bertahan
27,43.2,8,3,Bertahan
26,23.9,7,1,Bertahan
15,42.8,6,1,Bertahan
26,57.0,7,1,Bertahan
13,36.9,10,0,Bertahan
13,57.1,13,1,Bertahan
15,68.3,12,0,Upgrade
14,49.8,8,2,Bertahan
13,44.4,5,2,Bertahan
23,61.6,15,0,Upgrade
16,27.9,9,0,Bertahan
19,25.9,6,1,Bertahan
22,39.7,7,1,Bertahan
17,35.2,8,1,Bertahan
8,28.9,6,0,Bertahan
5,81.6,9,3,Bertahan
16,88.4,7,0,Bertahan
13,37.9,9,1,Bertahan
15,46.8,7,3,Berhenti
14,41.2,8,0,Bertahan
30,67.1,5,1,Upgrade
5,71.1,7,1,Bertahan
1,9.5,12,0,Bertahan
17,54.5,14,0,Upgrade
12,18.9,7,0,Bertahan
17,80.2,7,2,Bertahan
19,53.8,7,1,Bertahan
23,28.5,14,0,Upgrade
4,40.2,6,0,Berhenti
11,39.2,10,1,Bertahan
18,55.5,4,1,Bertahan
20,65.8,6,0,Upgrade
30,22.0,8,4,Berhenti
21,81.8,10,1,Upgrade
14,77.1,9,0,Bertahan
8,27.5,13,1,Bertahan
11,46.5,8,0,Bertahan
10,79.2,10,1,Bertahan
19,69.7,6,1,Bertahan
16,38.3,7,0,Bertahan
5,61.3,6,1,Berhenti
11,104.9,15,1,Upgrade
21,47.1,11,1,Bertahan
17,32.3,5,0,Bertahan
18,48.4,6,0,Bertahan
17,49.9,7,0,Bertahan
26,34.5,9,1,Bertahan
16,53.8,4,2,Bertahan
12,19.9,9,1,Bertahan
8,31.7,11,2,Berhenti
16,60.2,7,1,Bertahan
